,NOME_PRODUTO,PRINCIPIO_ATIVO,CLASSE_TERAPEUTICA,CATEGORIA_REGULATORIA
1013,Bromigan,TARTARATO DE BRIMONIDINA,ANTIGLAUCOMATOSOS,SIMILAR
1014,Bromil,EUCALIPTOL +  MENTOL +  TERPINA MONOIDRATADA,ANTITUSSIGENOS-ASSOCIACOES MEDICAMENTOSAS,NOVO
1015,Bromoformio + Associações,,EXPECTORANTES SIMPLES,SIMILAR
1016,Bromogex,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,SIMILAR
1017,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1018,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1019,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1020,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1021,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1022,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1023,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1024,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1025,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1026,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1027,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1028,Bromuc,ACETILCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
1029,Broncatar,CLORIDRATO DE BROMEXINA,EXPECTORANTES,SIMILAR
1030,Broncho-Vaxom,LISADO BACTERIANO,IMUNOMODULADOR,NOVO
1031,Broncolex,ACEBROFILINA,BRONCODILATADORES,SIMILAR
1032,Broncomucol,ACEBROFILINA,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,SIMILAR
1033,Brondelix,HEDERA HELIX L.,EXPECTORANTES + FITOTERAPICO SIMPLES,FITOTERÁPICO
1034,Brondilat,ACEBROFILINA,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,SIMILAR
1035,Bronfilil,ACEBROFILINA,OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO,SIMILAR
1036,Bronqtrat,CLORIDRATO DE AMBROXOL,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
1037,Bronquitoss,GUAIFENESINA +  SULFATO DE TERBUTALINA,BRONCODILATADORES,SIMILAR
1038,Bronquivita,EUCALYPTUS GLOBULUS LABILL.,EXPECTORANTES SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
1039,Brontek,ACEBROFILINA,BRONCODILATADORES,SIMILAR
1040,Bronxina,CLORIDRATO DE BROMEXINA,EXPECTORANTES SIMPLES,SIMILAR
1041,Bronxol,CLORIDRATO DE AMBROXOL,EXPECTORANTES,SIMILAR
1042,Brukinsa,ZANUBRUTINIBE,ANTINEOPLASICO,NOVO
1043,Bryony,SUGAMADEX SÓDICO,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,SIMILAR
1044,Bryophyllum Argento Cultum,BRYOPHYLLUM CALYCINUM,MEDICAMENTOS DINAMIZADOS DE COMPONENTE ÚNICO,DINAMIZADO
1045,Buclina,DICLORIDRATO DE BUCLIZINA,ESTIMULANTES DO APETITE,NOVO
1046,Budesonida,BUDESONIDA,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,GENÉRICO
1047,Buene,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
1048,Bulansi,CLARITROMICINA,MACROLIDEOS,SIMILAR
1049,Buona,GLYCINE MAX (L.) MERR.,COADJUVANTE NO TRATAMENTO DO CLIMATERIO,FITOTERÁPICO
1050,Bup,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
1051,Bup Xl,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
1052,Bupican,CLORIDRATO DE BUPIVACAÍNA,ANESTESICOS LOCAIS,SIMILAR
1053,Bupium,CLORIDRATO DE BUPROPIONA,ANTITABAGICO,SIMILAR
1054,Bupium Xl,CLORIDRATO DE BUPROPIONA,ANTIDEPRESSIVOS,SIMILAR
1055,Buprovil,IBUPROFENO,ANALGESICOS NAO NARCOTICOS,SIMILAR
1056,Bupstesic,CLORIDRATO DE BUPIVACAÍNA,ANESTESICOS LOCAIS,SIMILAR
1057,Bupstesic Com Vaso,CLORIDRATO DE BUPIVACAÍNA +  HEMITARTARATO DE EPINEFRINA,ANESTESICOS LOCAIS,SIMILAR
1058,Buscoduo,BUTILBROMETO DE ESCOPOLAMINA +  PARACETAMOL,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,NOVO
1059,Buscofem,IBUPROFENO,ANALGESICOS NAO NARCOTICOS,NOVO
1060,Buscopan,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,NOVO
1061,Buscopan Composto,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,NOVO
1062,Buscoplex Composto,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,SIMILAR
1063,Buscoveran Composto,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,SIMILAR
1064,Buscoveran Composto,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,SIMILAR
1065,Busonid,BUDESONIDA,GLICOCORTICOIDES TOP. SIMP. EXC. USO OFTALM.,NOVO
1066,Butacid,FENILBUTAZONA CÁLCICA,ANTINFLAMATORIOS ANTIREUMATICOS,SIMILAR
1067,Butalab,SULFATO DE SALBUTAMOL,BRONCODILATADORES,SIMILAR
1068,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,GENÉRICO
1069,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,GENÉRICO
1070,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,GENÉRICO
1071,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS,GENÉRICO
1072,Butilbrometo De Escopolamina + Dipirona Sódica,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,GENÉRICO
1073,Butilbrometo De Escopolamina+Dipirona Sodica,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,GENÉRICO
1074,Butilbrometo De Escopolamina+Dipirona Sodica,BUTILBROMETO DE ESCOPOLAMINA +  DIPIRONA MONOIDRATADA,ANTIESPASMODICOS E ANTICOLINERGICOS-ASSOC  MEDICAMENTOSAS,GENÉRICO
1075,Bycal,BICALUTAMIDA,ANTINEOPLASICO,SIMILAR
1076,Bacteracin,SULFAMETOXAZOL +  TRIMETOPRIMA,TRIMETOPRIMA EM ASSOCIACAO COM SULFAS,SIMILAR
1077,Balefio,ACETATO DE ABIRATERONA,ANTINEOPLASICO,SIMILAR
1078,Beleodaq,BELINOSTATE,ANTINEOPLASICO,NOVO
1079,Benegrip Multi,CLORIDRATO DE FENILEFRINA +  MALEATO DE CARBINOXAMINA +  PARACETAMOL,PRODUTOS PARA TERAPIA SINTOMATICA DA GRIPE,NOVO
1080,Benoflex P,CAFEÍNA ANIDRA +  CITRATO DE ORFENADRINA +  PARACETAMOL,RELAXANTES MUSCULARES CENTRAIS-ASSOCIACOES MEDICAMENTOSAS,NOVO
1081,Beroccal,BIOTINA +  CARBONATO DE MAGNÉSIO +  VITAMINA B1 +  VITAMINA B12 +  VITAMINA B2 +  VITAMINA B3 +  VITAMINA B6 +  VITAMINA C +  CITRATO DE ZINCO TRI-HIDRATADO +  ÁCIDO FÓLICO +  ÁCIDO PANTOTÊNICO,POLIVITAMINICOS COM MINERAIS,ESPECÍFICO
1082,Besilato De Cisatracúrio,BESILATO DE CISATRACÚRIO,,GENÉRICO
1083,Besponsa,INOTUZUMABE OZOGAMICINA,ANTINEOPLASICO,BIOLÓGICO
1084,Betogenta,DIPROPIONATO DE BETAMETASONA +  SULFATO DE GENTAMICINA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,SIMILAR
1085,Bexsero,PROTEÍNA DE FUSÃO FHBP RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B +  PROTEÍNA DE FUSÃO NHBA RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B +  PROTEÍNA NAD A RECOMBINANTE DE NEISSERIA MENINGITIDIS GRUPO B +  VESÍCULAS DE MEMBRANA EXTERNA (OMV) DE NEISSERIA MENINGITIDIS GRUPO B +  CEPA NZ98/254 ,VACINAS,BIOLÓGICO
1086,Bicarbonato De Sódio,BICARBONATO DE SÓDIO,REIDRATANTES PARENTERAIS,ESPECÍFICO
1087,Bicarbonato De Sódio,BICARBONATO DE SÓDIO,ELETROLITOS SIMPLES,ESPECÍFICO
1088,Bimatoprosta,BIMATOPROSTA,ANTIGLAUCOMATOSOS,GENÉRICO
1089,Bioglico,FLUDESOXIGLICOSE 18F,AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
1090,Bortezomibe,BORTEZOMIBE,ANTINEOPLASICOS CITOTOXICOS,GENÉRICO
1091,Bramicar Hct,HIDROCLOROTIAZIDA +  TELMISARTANA,ANTI-HIPERTENSIVOS-ASSOCIACOES MEDICAMENTOSAS,SIMILAR
1092,Brenzys,ETANERCEPTE,ANTINFLAMATORIOS,BIOLÓGICO
1093,Brivlera,BRIVARACETAM,OUTROS ANTIEPILÉTICOS,NOVO
1094,Brivlera,BRIVARACETAM,OUTROS ANTIEPILÉTICOS,NOVO
1095,Brivlera,BRIVARACETAM,OUTROS ANTIEPILÉTICOS,NOVO
1096,Brometo De Pinavério,BROMETO DE PINAVÉRIO,ANTIESPASMODICOS,GENÉRICO
1097,Bromidrato De Fenoterol,BROMIDRATO DE FENOTEROL,BRONCODILATADORES,GENÉRICO
1098,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1099,Bromoprida,BROMOPRIDA,ANTIEMETICOS E ANTINAUSEANTES,GENÉRICO
1100,Busilvex,BUSSULFANO,ANTINEOPLASICOS CITOTOXICOS + SULFONATOS DE ALQUILA,NOVO
1101,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,GENÉRICO
1102,Butilbrometo De Escopolamina,BUTILBROMETO DE ESCOPOLAMINA,ANTIESPASMODICOS E ANTICOLINERGICOS GASTRINTESTINAIS,GENÉRICO
1103,Bálsamo Alemão De Nohascheck,ENXOFRE PRECIPITADO +  TEREBENTINA,UNGUENTOS PERCUTANEOS E INALANTES,ESPECÍFICO
1104,Bálsamo Branco,CINNAMOMUM VERUM J. PRESL +  SYZYGIUM AROMATICUM (L.) MERR. & L.M. PERRY,FITOTERAPICO COMPOSTO,FITOTERÁPICO
1105,Bêviter,CLORIDRATO DE TIAMINA,MONOVITAMINAS EXCETO VITAMINA K,ESPECÍFICO
1106,C-Platin,CISPLATINA,ANTINEOPLASICO,SIMILAR
1107,Cabazitaxel,CABAZITAXEL,ANTINEOPLASICO,GENÉRICO
1108,Cabazitaxel,CABAZITAXEL,ANTINEOPLASICOS CITOTOXICOS,GENÉRICO
1109,Cabazred,CABAZITAXEL,ANTINEOPLASICOS CITOTOXICOS,SIMILAR
1110,Caberedux,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,SIMILAR
1111,Cabergolina,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
1112,Cabergolina,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
1113,Cabergolina,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
1114,Cabergolina,CABERGOLINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,GENÉRICO
1115,Cabergolina,CABERGOLINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,GENÉRICO
1116,Cabergolina,CABERGOLINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,GENÉRICO
1117,Cabergolina,CABERGOLINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,GENÉRICO
1118,Cabergolina,CABERGOLINA,OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES,GENÉRICO
1119,Cabergolina,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,GENÉRICO
1120,Cabertrix,CABERGOLINA,OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA,SIMILAR
1121,Cablivi,CAPLACIZUMABE,ANTITROMBOTICO,BIOLÓGICO
1122,Cabometyx,LEVOMALATO DE CABOZANTINIBE,AGENTES ANTINEOPLÁSICOS + INIBIDORES DA PROTEÍNA QUINASE ,NOVO
1123,Cadenza,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1124,Cafiaspirina,ACIDO ACETILSALICILICO +  CAFEÍNA,ANALGESICOS NAO NARCOTICOS,SIMILAR
1125,Cafilisador,CAFEÍNA +  DIPIRONA MONOIDRATADA,ANALGESICOS NAO NARCOTICOS,NOVO
1126,Calamyn,CALAMINA +  CLORIDRATO DE DIFENIDRAMINA +  CÂNFORA,ANTIALERGICOS TOPICOS,SIMILAR
1127,Calcifix Composto B12,CIANOCOBALAMINA +  FLUORETO DE SÓDIO +  FOSFATO DE CÁLCIO TRIBÁSICO,VITAMINAS E SUPLEMENTOS MINERAIS,ESPECÍFICO
1128,Calcimec D3,CARBONATO DE CÁLCIO +  COLECALCIFEROL,VITAMINAS E SUPLEMENTOS MINERAIS,ESPECÍFICO
1129,Calcitonina Sintética,,HORMONIO HIPOCALCEMICO,SIMILAR
1130,Calcitran B12,CIANOCOBALAMINA +  ERGOCALCIFEROL +  FLUORETO DE SÓDIO +  FOSFATO DE CÁLCIO TRIBÁSICO +  GLICEROFOSFATO DE CÁLCIO,PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS,ESPECÍFICO
1131,Calcium Sandoz + Vitamina C Laranja,CARBONATO DE CÁLCIO +  LACTOGLICONATO DE CÁLCIO +  ÁCIDO ASCÓRBICO,PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS,ESPECÍFICO
1132,Calcort,DEFLAZACORTE,GLICOCORTICOIDES SISTEMICOS,NOVO
1133,Caldrox D,CARBONATO DE CÁLCIO +  COLECALCIFEROL,PRODUTOS A BASE DE CALCIO-ASSOCIACOES MEDICAMENTOSAS,ESPECÍFICO
1134,Calmador,CAFEÍNA ANIDRA +  ÁCIDO ACETILSALICÍLICO,ANALGESICOS NAO NARCOTICOS,SIMILAR
1135,Calmalevhy,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES,FITOTERÁPICO
1136,Calman,CRATAEGUS RHIPIDOPHYLLA GAND. +  PASSIFLORA INCARNATA L. +  SALIX ALBA L.,FITOTERAPICO COMPOSTO,FITOTERÁPICO
1137,Calmantina,PASSIFLORA INCARNATA L.,ANSIOLÍTICOS,FITOTERÁPICO
1138,Calmasyn,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES,FITOTERÁPICO
1139,Calmazil,VALERIANA OFFICINALIS L.,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
1140,Calminex Diclo,DICLOFENACO DIETILAMÔNIO,ANTINFLAMATORIOS,SIMILAR
1141,Calmitane,VALERIANA OFFICINALIS L.,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
1142,Calmoplantas,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES + FITOTERAPICO SIMPLES,FITOTERÁPICO
1143,Calmphar Pi,PASSIFLORA INCARNATA L.,ANSIOLITICOS SIMPLES,FITOTERÁPICO
1144,Calnate,POLIESTIRENOSSULFONATO DE CÁLCIO,OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF,SIMILAR
1145,Calquence,ACALABRUTINIBE,AGENTES ANTINEOPLÁSICOS + INIBIDORES DA PROTEÍNA QUINASE ,
1146,Caltren,NITRENDIPINO,ANTIANGINOSOS E VASODILATADORES,SIMILAR
1147,Camomila Composta Catarinense,CHAMAEMELUM NOBILE (L.)ALL. +  GENTIANA LUTEA L.,DIGESTIVOS-ASSOCIACOES MEDICAMENTOSAS + FITOTERAPICO COMPOSTO,FITOTERÁPICO
1148,Camomilina C,COLECALCIFEROL +  GLYCYRRHIZA GLABRA L. +  MATRICARIA CHAMOMILLA L. +  ÁCIDO ASCÓRBICO,VITAMINAS OU MINERAIS ASSOCIADOS A OUTROS FARMACOS,ESPECÍFICO
1149,Camptosar,CLORIDRATO DE IRINOTECANO,ANTINEOPLASICO,NOVO
1150,Camptrix,CLORIDRATO DE IRINOTECANO TRIIDRATADO,ANTINEOPLASICO,SIMILAR
1151,Cancidas,ACETATO DE CASPOFUNGINA,ANTI-FUNGICOS,NOVO
1152,Candecor,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1153,Candecor Hct,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,SIMILAR
1154,Canderm,METRONIDAZOL,"AMEBICIDAS, GIARDICIDAS E TRICOMONICIDAS",SIMILAR
1155,Candesartana Cilexetila,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1156,Candesartana Cilexetila,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1157,Candesartana Cilexetila,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1158,Candesartana Cilexetila,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1159,Candesartana Cilexetila,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1160,Candesartana Cilexetila + Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1161,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1162,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1163,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1164,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1165,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1166,Candesartana Cilexetila+Hidroclorotiazida,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,GENÉRICO
1167,Candessa,CANDESARTANA CILEXETILA,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1168,Candessa Hct,CANDESARTANA CILEXETILA +  HIDROCLOROTIAZIDA,ANTI-HIPERTENSIVOS,SIMILAR
1169,Candicort,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,SIMILAR
1170,Candigran,CETOCONAZOL +  DIPROPIONATO DE BETAMETASONA,GLICOCORTICOIDES TOPICOS - ASSOCIACAO MEDICAMENTOSA,SIMILAR
1171,Canditrat,NISTATINA,ANTIMICOTICO,SIMILAR
1172,Candoral,CETOCONAZOL,ANTIMICOTICOS SISTEMICOS,SIMILAR
1173,Canesten,CLOTRIMAZOL,ANTIMICOTICOS PARA USO TOPICO,NOVO
1174,Capecitabina,CAPECITABINA,OUTROS ANTINEOPLASICOS,GENÉRICO
1175,Capecitabina,CAPECITABINA,OUTROS ANTINEOPLASICOS,GENÉRICO
1176,Capeliv,CAPECITABINA,OUTROS ANTINEOPLASICOS,SIMILAR
1177,Capilarema,AMINAFTONA,ANTIFIBRINOLITICOS,NOVO
1178,Capox,CAPTOPRIL,ANTI-HIPERTENSIVOS,SIMILAR
1179,Caprelsa,VANDETANIBE,ANTINEOPLASICO,NOVO
1180,Caps-Ipen,IODETO DE SÓDIO 131I,IODOTERAPIA,RADIOFÁRMACO
1181,Capsfen,IBUPROFENO,ANTINFLAMATORIOS ANTIREUMATICOS,NOVO
1182,Captocord,CAPTOPRIL,ANTI-HIPERTENSIVOS,SIMILAR
1183,Captolab,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1184,Captomido,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1185,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1186,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1187,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1188,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1189,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1190,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1191,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1192,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS,GENÉRICO
1193,Captopril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,GENÉRICO
1194,Captosen,CAPTOPRIL,ANTI-HIPERTENSIVOS,SIMILAR
1195,Captotec,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,SIMILAR
1196,Capy,MINOXIDIL,ANTIALOPECIA,SIMILAR
1197,Capyla-Hair,FINASTERIDA,INIBIDOR DA ALFA-REDUTASE,SIMILAR
1198,Capzat,CAPECITABINA,OUTROS ANTINEOPLASICOS,SIMILAR
1199,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1200,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1201,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1202,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1203,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1204,Carbamazepina,CARBAMAZEPINA,ANTICONVULSIVANTES,GENÉRICO
1205,Carbidol,LEVODOPA +  CARBIDOPA MONOIDRATADA,ANTIPARKINSONIANOS,SIMILAR
1206,Carbital,FENOBARBITAL +  FENOBARBITAL SÓDICO,ANTICONVULSIVANTES,SIMILAR
1207,Carbocin,CARBOCISTEÍNA,EXPECTORANTES,SIMILAR
1208,Carbocisteina,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1209,Carbocisteina,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1210,Carbocisteina,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,
1211,Carbocisteina,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,
1212,Carbocisteina,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1213,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1214,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1215,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1216,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1217,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1218,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1219,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1220,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1221,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1222,Carbocisteína,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,GENÉRICO
1223,Carbolitium,CARBONATO DE LÍTIO,ANTIDEPRESSIVOS,NOVO
1224,Carbonato De Lítio,CARBONATO DE LÍTIO,ANTIDEPRESSIVOS,GENÉRICO
1225,Carboplatina,CARBOPLATINA,ANTINEOPLASICO,GENÉRICO
1226,Carbotrat,CARBOCISTEÍNA,EXPECTORANTES BALSAMICOS E MUCOLITICO,SIMILAR
1227,Card-Ipen,CLORETO DE TÁLIO (201 TL),AGENTES DIAGNOSTICOS RADIOATIVOS,RADIOFÁRMACO
1228,Cardbet,CARVEDILOL,ANTI-HIPERTENSIVOS,GENÉRICO
1229,Cardcor,DIGOXINA,GLICOSIDEOS CARDIACOS,SIMILAR
1230,Cardicoron,CLORIDRATO DE AMIODARONA,ANTIARRITMICOS,SIMILAR
1231,Cardilol,CARVEDILOL,BETABLOQUEADORES SIMPLES,SIMILAR
1232,Cardioxane,CLORIDRATO DE DEXRAZOXANO,MEDICAMENTOS C/ ACAO NO MIOCARDIO,NOVO
1233,Carditril,CAPTOPRIL,ANTI-HIPERTENSIVOS SIMPLES,
1234,Cardizem,CLORIDRATO DE DILTIAZEM,ANTI-HIPERTENSIVOS,NOVO
1235,Cardomarin,SILYBUM MARIANUM (L.) GAERTN,"COLAGOGOS, COLERETICOS E HEPATOPROTETORES",FITOTERÁPICO
1236,Carduran,MESILATO DE DOXAZOSINA,ANTI-HIPERTENSIVOS,NOVO
1237,Careli,DESOGESTREL,ANTICONCEPCIONAIS,SIMILAR
